中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,252 Mbps,32256 kB/s
129.146.7.98,443,2a09:bac5:60eb:78::c:367,US,Los Angeles,隧道,17 ms,92 Mbps,11878 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,44 ms,659 Mbps,84377 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,23 ms,872 Mbps,111616 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,41 ms,59 Mbps,7614 kB/s
43.153.103.203,443,43.153.103.203,,San Jose,中转,0 ms,944 Mbps,120832 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,24 ms,408 Mbps,52326 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,32 ms,960 Mbps,122880 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,620 Mbps,79360 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,29 ms,1072 Mbps,137216 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,452 Mbps,57856 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,51 ms,641 Mbps,82124 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,17 ms,19 Mbps,2524 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,35 ms,564 Mbps,72294 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,62 ms,352 Mbps,45056 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,53 ms,618 Mbps,79155 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,64 ms,107 Mbps,13721 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,53 ms,22 Mbps,2943 kB/s
34.154.129.158,443,2a0b:21c0:100a:1b5:0:413b:5035:4073,DE,Hamburg,隧道,158 ms,109 Mbps,14028 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,59 ms,368 Mbps,47104 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,71 ms,48 Mbps,6211 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,59 ms,312 Mbps,40038 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,176 ms,3 Mbps,400 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,78 ms,194 Mbps,24883 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,37 ms,565 Mbps,72396 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,139 ms,135 Mbps,17305 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,85 ms,100 Mbps,12902 kB/s
