中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,6 ms,107 Mbps,13721 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,623 Mbps,79769 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,60 ms,365 Mbps,46796 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,118 ms,412 Mbps,52736 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,7 Mbps,897 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,268 Mbps,34406 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26a:26,US,Los Angeles,隧道,72 ms,60 Mbps,7697 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,80 ms,276 Mbps,35430 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,39 ms,76 Mbps,9739 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,37 ms,717 Mbps,91852 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,249 Mbps,31948 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,76 Mbps,9834 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,244 Mbps,31334 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,45 ms,480 Mbps,61542 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,90 ms,374 Mbps,47923 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,45 Mbps,5764 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,248 Mbps,31846 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,135 ms,395 Mbps,50585 kB/s
158.101.214.203,443,2a0b:21c0:1007:c7:0:ddd1:ab32:fd0b,DE,Frankfurt,隧道,126 ms,135 Mbps,17305 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,263 Mbps,33689 kB/s
35.197.23.75,443,34.168.250.177,US,Seattle,隧道,80 ms,392 Mbps,50176 kB/s
35.230.79.26,443,34.168.250.177,US,Seattle,隧道,68 ms,384 Mbps,49152 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,73 ms,304 Mbps,39014 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,159 ms,46 Mbps,5972 kB/s
