中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,309 Mbps,39628 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,369 Mbps,47308 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,395 Mbps,50585 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,792 Mbps,101478 kB/s
35.197.23.75,443,34.83.174.15,US,Seattle,隧道,49 ms,444 Mbps,56832 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,90 ms,671 Mbps,85913 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,42 ms,87 Mbps,11161 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,215 Mbps,27545 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,25 ms,692 Mbps,88678 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,39 ms,358 Mbps,45875 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,51 ms,421 Mbps,53964 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,57 ms,25 Mbps,3223 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,63 ms,405 Mbps,51916 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,373 Mbps,47820 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,30 ms,61 Mbps,7847 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,124 ms,52 Mbps,6783 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,26 ms,428 Mbps,54886 kB/s
35.230.79.26,443,34.83.174.15,US,Seattle,隧道,50 ms,475 Mbps,60825 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,51 ms,456 Mbps,58470 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,350 Mbps,44851 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,128 Mbps,16486 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,69 ms,204 Mbps,26112 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,185 Mbps,23756 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,63 Mbps,8149 kB/s
141.147.74.20,443,141.147.74.20,GB,London,中转,96 ms,200 Mbps,25702 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,312 Mbps,39936 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,64 ms,275 Mbps,35225 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,193 ms,48 Mbps,6191 kB/s
47.254.171.102,443,2a0b:21c0:100a:1b2:0:f86e:14f3:f917,DE,Frankfurt,隧道,109 ms,120 Mbps,15360 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,50 Mbps,6478 kB/s
141.147.106.224,443,23.236.112.222,AE,Frankfurt,隧道,108 ms,113 Mbps,14540 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,197 Mbps,25292 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,183 Mbps,23449 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,213 ms,71 Mbps,9158 kB/s
141.147.49.246,443,2a0b:21c0:100a:1b6:0:480f:52a6:3236,DE,Frankfurt,隧道,116 ms,114 Mbps,14643 kB/s
141.144.195.156,443,2a0b:21c0:100a:1b6:0:66ac:8321:92a3,DE,Frankfurt,隧道,106 ms,105 Mbps,13516 kB/s
