中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Chicago,中转,10 ms,712 Mbps,91136 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,24 ms,510 Mbps,65331 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,319 Mbps,40857 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,14 ms,104 Mbps,13312 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,13 ms,1104 Mbps,141312 kB/s
129.146.7.98,443,2a09:bac1:76e0:e18::26a:1c,US,Los Angeles,隧道,62 ms,98 Mbps,12595 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,554 Mbps,70963 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,59 ms,496 Mbps,63590 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,72 ms,512 Mbps,65638 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,79 ms,513 Mbps,65740 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,117 ms,414 Mbps,53043 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,81 ms,452 Mbps,57958 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,80 ms,16 Mbps,2164 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,68 ms,533 Mbps,68300 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,393 Mbps,50380 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,133 ms,140 Mbps,17920 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,108 ms,513 Mbps,65740 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,56 ms,200 Mbps,25600 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,53 ms,79 Mbps,10137 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,94 ms,510 Mbps,65331 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,62 ms,320 Mbps,41062 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,52 ms,40 Mbps,5169 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,138 Mbps,17715 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,129 ms,189 Mbps,24268 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,105 ms,48 Mbps,6146 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,193 Mbps,24780 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,52 ms,117 Mbps,15052 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,133 ms,220 Mbps,28262 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,130 ms,41 Mbps,5317 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,178 Mbps,22835 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,144 ms,190 Mbps,24371 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,216 Mbps,27648 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,142 ms,43 Mbps,5548 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,121 ms,37 Mbps,4853 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,112 ms,38 Mbps,4923 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,100 ms,188 Mbps,24064 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,102 ms,36 Mbps,4724 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,156 ms,5 Mbps,737 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,114 ms,33 Mbps,4328 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,11 ms,588 Mbps,75366 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,156 ms,172 Mbps,22118 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,170 ms,120 Mbps,15360 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,185 ms,132 Mbps,16998 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,118 ms,0 Mbps,54 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,157 ms,37 Mbps,4768 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,210 ms,2 Mbps,344 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,204 ms,80 Mbps,10342 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,65 ms,24 Mbps,3166 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,214 ms,76 Mbps,9818 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,143 ms,14 Mbps,1839 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,68 ms,444 Mbps,56832 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,203 ms,39 Mbps,5026 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,262 ms,78 Mbps,10035 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,220 ms,93 Mbps,11980 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,241 ms,0 Mbps,49 kB/s
152.67.212.141,443,152.67.212.141,KR,Seoul,中转,170 ms,92 Mbps,11878 kB/s
35.183.163.195,443,3.96.197.23,CA,,隧道,28 ms,864 Mbps,110592 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,252 ms,36 Mbps,4702 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,78 ms,281 Mbps,36044 kB/s
168.138.184.172,443,168.138.184.172,SG,Singapore,中转,227 ms,63 Mbps,8127 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,198 ms,71 Mbps,9138 kB/s
