中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,774 Mbps,99123 kB/s,99123.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,336 Mbps,43110 kB/s,43110.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,329 Mbps,42188 kB/s,42188.0
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,69 ms,328 Mbps,41984 kB/s,41984.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,316 Mbps,40550 kB/s,40550.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,308 Mbps,39526 kB/s,39526.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,277 Mbps,35532 kB/s,35532.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,272 Mbps,34918 kB/s,34918.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,236 Mbps,30208 kB/s,30208.0
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,68 ms,234 Mbps,30003 kB/s,30003.0
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,69 ms,230 Mbps,29491 kB/s,29491.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,108 Mbps,13824 kB/s,13824.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,52 Mbps,6658 kB/s,6658.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,44 Mbps,5656 kB/s,5656.0
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,160 ms,38 Mbps,4888 kB/s,4888.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,37 Mbps,4858 kB/s,4858.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,37 Mbps,4774 kB/s,4774.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,177 ms,36 Mbps,4633 kB/s,4633.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,953 kB/s,953.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,245 ms,3 Mbps,511 kB/s,511.0
