中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,24 ms,824 Mbps,105472 kB/s,105472.0
35.197.23.75,443,35.212.161.210,US,Seattle,隧道,94 ms,436 Mbps,55808 kB/s,55808.0
35.230.79.26,443,35.212.161.210,US,Seattle,隧道,69 ms,412 Mbps,52736 kB/s,52736.0
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,71 ms,364 Mbps,46592 kB/s,46592.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,353 Mbps,45260 kB/s,45260.0
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,72 ms,343 Mbps,43929 kB/s,43929.0
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,125 ms,328 Mbps,42086 kB/s,42086.0
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,73 ms,299 Mbps,38297 kB/s,38297.0
192.18.130.65,443,192.18.130.65,US,San Jose,中转,71 ms,277 Mbps,35532 kB/s,35532.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,275 Mbps,35225 kB/s,35225.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,273 Mbps,35020 kB/s,35020.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,250 Mbps,32051 kB/s,32051.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,241 Mbps,30924 kB/s,30924.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,111 ms,240 Mbps,30720 kB/s,30720.0
193.123.38.223,443,98.98.156.26,DE,Frankfurt,隧道,105 ms,232 Mbps,29696 kB/s,29696.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,71 ms,221 Mbps,28364 kB/s,28364.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,203 Mbps,26009 kB/s,26009.0
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,143 Mbps,18329 kB/s,18329.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,199 ms,133 Mbps,17100 kB/s,17100.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,168 ms,110 Mbps,14131 kB/s,14131.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,189 ms,104 Mbps,13414 kB/s,13414.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,94 ms,85 Mbps,10956 kB/s,10956.0
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,241 ms,82 Mbps,10547 kB/s,10547.0
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,243 ms,71 Mbps,9171 kB/s,9171.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,67 Mbps,8635 kB/s,8635.0
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,221 ms,52 Mbps,6747 kB/s,6747.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,46 Mbps,5950 kB/s,5950.0
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,45 Mbps,5865 kB/s,5865.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,100 ms,44 Mbps,5637 kB/s,5637.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,88 ms,41 Mbps,5326 kB/s,5326.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,228 ms,31 Mbps,4042 kB/s,4042.0
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,100 ms,27 Mbps,3528 kB/s,3528.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,232 ms,21 Mbps,2694 kB/s,2694.0
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,98 ms,19 Mbps,2452 kB/s,2452.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,17 Mbps,2262 kB/s,2262.0
193.123.80.245,443,193.123.80.245,AE,Paris,中转,203 ms,16 Mbps,2097 kB/s,2097.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,13 Mbps,1767 kB/s,1767.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,85 ms,11 Mbps,1532 kB/s,1532.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,10 Mbps,1314 kB/s,1314.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,193 ms,7 Mbps,983 kB/s,983.0
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,223 ms,3 Mbps,422 kB/s,422.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,237 ms,2 Mbps,383 kB/s,383.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,246 ms,2 Mbps,279 kB/s,279.0
129.159.84.71,443,129.159.84.71,US,Newark,中转,68 ms,0 Mbps,117 kB/s,117.0
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Los Angeles,隧道,235 ms,0 Mbps,53 kB/s,53.0
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,226 ms,0 Mbps,39 kB/s,39.0
