中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,9 ms,1816 Mbps,232448 kB/s,232448.0
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,32 ms,952 Mbps,121856 kB/s,121856.0
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,25 ms,944 Mbps,120832 kB/s,120832.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,840 Mbps,107520 kB/s,107520.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,606 Mbps,77619 kB/s,77619.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,23 ms,471 Mbps,60313 kB/s,60313.0
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,30 ms,460 Mbps,58982 kB/s,58982.0
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,350 Mbps,44851 kB/s,44851.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,70 ms,312 Mbps,40038 kB/s,40038.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,195 Mbps,24985 kB/s,24985.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,182 ms,136 Mbps,17510 kB/s,17510.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,124 Mbps,15974 kB/s,15974.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,118 Mbps,15155 kB/s,15155.0
8.219.149.83,443,8.222.240.96,SG,Singapore,隧道,168 ms,92 Mbps,11878 kB/s,11878.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,137 ms,50 Mbps,6410 kB/s,6410.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,165 ms,48 Mbps,6173 kB/s,6173.0
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,198 ms,46 Mbps,5889 kB/s,5889.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,45 Mbps,5851 kB/s,5851.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,166 ms,43 Mbps,5605 kB/s,5605.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,43 Mbps,5570 kB/s,5570.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,112 ms,41 Mbps,5374 kB/s,5374.0
129.159.84.71,443,129.159.84.71,US,Newark,中转,78 ms,6 Mbps,885 kB/s,885.0
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,158 ms,3 Mbps,402 kB/s,402.0
